cod,desc,tag,price,barcode
00000410,PESABLE IQF PALTA CUBOS CONGELADA X KG.,,20000,410
00000441,PESABLE IQF PULPA DE ACAI CONGELADA X KG,,24000,441
00000440,PESABLE IQF PULPA MARACUYA CONG. X KG,S/ SEMILLA,16500,440
00003517,PESABLE JENGIBRE DESHIDROAZUCARADO X KG.,,30000,3517
00002133,PESABLE JENGIBRE ENTERO X KG.,,22000,2133
00003482,PESABLE JENGIBRE MOLIDO X KG.,,21000,1947
00002700,PESABLE JULIANA PARA SOPA(SIN PAPA) X KG,,22000,2700
00003836,PESABLE KUMMEL X KG.,,21000,3836
00002346,PESABLE LAUREL X KG.,,24000,45
00003232,PESABLE LECHE DE COCO POLVO S/TACC X  KG,,40000,17
00000303,PESABLE LENTEJA X KG.,,3500,1441
00000294,PESABLE LENTEJAS TURCAS X KG,ROJA,6400,1939
00003808,PESABLE LENTEJON X KG.,,4000,3808
00003823,PESABLE LINO MARRON X KG.,,3700,959
00003792,PESABLE MAIZ FRITO X KG.,,16500,8
00000189,PESABLE MAIZ PISADO BLANCO X KG,,3200,189
00003821,PESABLE MAIZ PISINGALLO X KG.,,1600,1014
00004171,PESABLE MANI CRUDO RUNNER X KG.,,3400,4171
00000359,PESABLE MANI EN VAINA X KG.,,6100,38
00003170,PESABLE MANI TOSTADO S/ SAL X KG.,,4000,3170
00003826,PESABLE MIX 4 SEMILLAS X KG.,,8000,3826
00003825,PESABLE MIX 8 SEMILLAS X KG.,,12000,3825
00003848,PESABLE MIX AURA X KG.,,20000,3848
00003850,PESABLE MIX GAIA X KG.,,26500,3850
00003853,PESABLE MIX KAPHA X KG.,,14500,3853
00000278,PESABLE MIX PIMIENTAS EN GRANO X KG,,60000,278
00003854,PESABLE MIX PITTA PREMIUM X KG.,,21000,3854
00003851,PESABLE MIX PITTA X KG.,,17500,3851
00003849,PESABLE MIX VATA X KG.,,24000,3849
00003852,PESABLE MIX VITALIS X KG.,,21000,3852
00002851,PESABLE MOSTAZA AMARILLA EN GRANO X KG,,10000,2851
00000360,PESABLE NUEZ MARIPOSA EXTRA LIGHT X KG.,,22000,1
00001577,PESABLE NUEZ MOSCADA EN GRANO X KG.,,70000,1577
00003837,PESABLE NUEZ MOSCADA MOLIDA X KG.,,33000,3837
00000362,PESABLE NUEZ PECAN ENTERA X KG.,,37500,362
00000138,PESABLE ORANN BARRITA CROCANTE X KG.,,12500,138
00000145,PESABLE ORANN BARRITA ENERGETICA X KG,,15500,145
00002860,PESABLE ORANN GRANOLA ENERGETICA X KG.,,12500,2860
00000137,PESABLE OREGANO X KG.,,9000,62
00002345,PESABLE PAPRIKA X KG.,,16500,1056
00002562,PESABLE PASA DE UVA NEGRA JUMBO X KG.,,9500,116
00002431,PESABLE PASA DE UVA NEGRA SULTANINA X KG,,6200,2431
00000367,PESABLE PASA DE UVA RUBIA X KG.,,11000,113
00001099,PESABLE PASIONARIA X KG.,,37000,1099
00001100,PESABLE PEPERINA X KG.,,60000,1100
00003828,PESABLE PEREJIL DESHIDRATADO X KG.,EGIPTO,18500,3828
00000143,PESABLE PIMENTON AHUMADO X KG.,,16000,1058
00003168,PESABLE PIMENTON DULCE X KG.,,15000,3168
00002344,PESABLE PIMIENTA BLANCA EN GRANO X KG.,,60500,2344
00000132,PESABLE PIMIENTA BLANCA MOLIDA X KG.,,62000,1063
00002398,PESABLE PIMIENTA DE CAYENA X KG,,20000,2398
00003510,PESABLE PIMIENTA DE JAMAICA GRANO X KG.,,55000,3510
00000130,PESABLE PIMIENTA NEGRA EN GRANO X KG.,,38000,130
00000131,PESABLE PIMIENTA NEGRA MOLIDA X KG.,,37500,1067
00002783,PESABLE PISTACHO PELADO X KG.,S/ SAL,95000,2783
00000363,PESABLE PISTACHO TOSTADO S/ SAL X KG.,,39000,100
00000808,PESABLE POLVO PARA HORNEAR X KG.,,9000,118
00000301,PESABLE POROTO ADUKI X KG.,,7200,301
00000297,PESABLE POROTO ALUBIA X KG,,3500,297
00000298,PESABLE POROTO COLORADO X KG.,,4000,1017
00000361,PESABLE POROTO LUPINES BLANCOS X KG,GRANDE,5000,54
00000300,PESABLE POROTO MUNG X KG.,,3000,1019
00000299,PESABLE POROTO NEGRO X KG.,,3700,52
00003178,PESABLE POROTO PALLARES X KG.,PERU,10000,3178
00000402,PESABLE PSYLLIUM EN POLVO X KG.,,40000,402
00002437,PESABLE PSYLLIUM SEMILLA X KG.,,30000,1580
00000882,PESABLE QUINOA BLANCA REAL X KG.,PERU,12000,105
00000282,PESABLE QUINOA NEGRA X KG.,,19500,1024
00000283,PESABLE QUINOA ROJA X KG.,,15500,283
00000765,PESABLE RAS EL HANOUT X KG.,,35000,765
00000133,PESABLE ROMERO EN HOJAS X KG.,,30000,133
00000165,PESABLE SAL DEL HIMALAYA X KG.,,5000,165
00001408,PESABLE SAL MARINA X KG.,,3750,1408
00000288,PESABLE SALVADO DE AVENA X KG.,,3400,944
00000291,PESABLE SALVADO DE TRIGO X KG,FINO,2000,291
00003824,PESABLE SEMILLA DE CHIA X KG.,,10500,37
00000394,PESABLE SEMILLA GIRASOL PELADA X KG.,,6000,961
00002173,PESABLE SEMILLAS DE AMAPOLA X KG.,,20000,103
00002845,PESABLE SEMILLAS DE HINOJO X KG.,,12500,960
00001442,"PESABLE SEMILLAS DE ZAPALLO ""A"" X KG.",,16500,1442
00000401,"PESABLE SEMILLAS DE ZAPALLO ""AA"" X KG.",,28000,30
00000397,PESABLE SESAMO BLANCO X KG.,,10000,26
00003822,PESABLE SESAMO INTEGRAL X KG.,,4500,27
00000396,PESABLE SESAMO NEGRO X KG.,,17000,28
00000273,PESABLE SOJA TEXTURIZADA X KG.,,3500,108
00002334,PESABLE SPIRULINA X KG.,,56000,2334
00002340,PESABLE STEVIA EN HOJA X KG.,,52000,2340
00001102,PESABLE STEVIA EN POLVO X KG.,,23000,1102
00000964,PESABLE TE CHAI HEBRAS X KG.,,95000,964
00002640,PESABLE TE VERDE MATCHA X KG.,,165000,2640
00000349,PESABLE TOMATES SECOS X KG.,NACIONAL,17000,55
00002158,PESABLE TOMILLO X KG.,,17500,1072
00003840,PESABLE TRIGO BURGOL X KG.,,3000,1026
00003841,PESABLE TRIGO SARRACENO PELADO X KG.,,11500,238
00001075,PESABLE WASABI EN POLVO X KG,,28000,1075
00001126,PESABLE XILITOL X KG.,,30000,1126
00001074,PESABLE ZATAAR COND. ARABE X KG.,,17500,1074
00003607,PLANTE CRACKERS DE TOMATE S/TACC X 70GR.,RAW PLANT,6000,727373247756
00003608,PLANTE CROCANTE COCO & CACAO X 70GR.,RAW PLANT,7000,727373247763
00004177,PLANTE CROCANTE DE COCO BERRY BLOOM X70G,,7500,727373380668
00003688,PLANTE GRANOLA SARRACENO&CACAO X 250GR.,RAW PLANT,12500,727373154894
00003615,PLANTE KALE CHIPS S/TACC X 70GR.,RAW PLANT,6500,714604341987
00004176,PLANTE KALE CHIPS SPICY  MANGO X 20GR.,,7300,727373380651
00003629,PLANTE KALEMESAN TIPO PARMESANO X 120GR,RAW PLANT,8500,727373154924
00003909,PONT GEL ENERG. PRE/INTRA ENTRENO X 43GR,F. ROJOS,3000,7798333090579
00003910,PONT GEL ENERG. PRE/INTRA ENTRENO X 43GR,LIMA&MENTA,3000,7798333090586
00001079,PORONGO YERBA MATE ORGANICA X 500GR,,6800,7798344310017
00003918,PRASAT ARROLLADITO  X 200GR,,3800,7798184760416
00003712,PRASAT MATAMBRE VEGANO X 300GR,C/ VERDEO,3400,7798184760478
00003734,PRASAT MATAMBRE VEGANO X 300GR,CLASICO,3400,7798184760744
00003711,PRASAT MATAMBRE VEGETARIANO X 250GR.,,3400,7798184760737
00003728,PRASAT MEDALLON DE SOJA RELLENO X 460GR,CEB&QU&TOM,7700,7798184760546
00003729,PRASAT MEDALLON DE SOJA RELLENO X 460GR.,QUESO AZUL,7700,7798184760607
00003730,PRASAT MEDALLON DE SOJA RELLENO X 460GR.,ACEI&QUESO,7700,7798184760591
00003732,PRASAT MEDALLON DE SOJA RELLENO X 460GR.,ACEL&QUESO,7700,7798184760577
00003733,PRASAT MEDALLON DE SOJA RELLENO X 460GR.,QUESO,7700,7798184760522
00003959,PRASAT MEDALLON DE SOJA RELLENO X 460GR.,CEB&QUESO,7700,7798184760539
00003727,PRASAT MEDALLON DE SOJA X 460GR.,S/ SAL,4500,7798184760515
00003731,PRASAT MEDALLON RELLENO DE SOJA X 460GR.,CALA&QUESO,7700,7798184760584
00003943,PRASAT MEDALLON SOJA C/ Q. PARME X 460GR,,6000,7798184760492
00003713,PRASAT SEITAN VEGANO X 360GR.,CLASICO,4300,7798184760423
00004044,PREPIZZA INTEGRAL X 2U.,,4500,
00004043,PREPIZZA KETO S/SEMILLAS X 2U.,,7000,
00004093,PROLIGHT DULCE DE BATATA X 400 GR.,,5000,7792260639801
00004092,PROLIGHT DULCE DE MEMBRILLO X 400 GR.,,5600,7792260640050
00004015,PROTA BARRA ARANDANOS X 58GR,23GR PROT.,4000,7798463610067
00004101,PROTA BARRA AVELLANAS X 58GR,23GR PROT.,4000,7798463610081
00003663,PROTA BARRA CACAO&ALMENDRA&SAL M. X 59GR,23GR PROT.,4000,7798463610012
00003664,PROTA BARRA COCO& DULCE DE LECHE X 59GR,23GR PROT.,4000,7798463610029
00001200,PURA FRUTTA BLEND DETOX X 1LT.,S/ TACC,5000,7798259439308
00004069,PURA FRUTTA BLEND DETOX X 250ML.,S/ TACC,2000,7798259439940
00001201,PURA FRUTTA BLEND MANZANA & KIWI X 1LT.,S/ TACC,5000,7798259439223
00001199,PURA FRUTTA BLEND MANZANA&FRUTILLA X 1LT,S/ TACC,5000,7798259439094
00002710,PURA FRUTTA GREEN DETOX X 1LT.,S/ TACC,5000,7798259439353
00001814,PURA FRUTTA MANZANA KISSABEL X 1LT.,S/ TACC,5000,7798259430282
00003630,PURA FRUTTA MANZANA ORGANICA X 1LT.,S/ TACC,5000,7798259439209
00001196,PURA FRUTTA MANZANA ROJA X 1LT.,S/ TACC,5000,7798259430138
00003631,PURA FRUTTA MANZANA ROJA X 250ML.,S/ TACC,1700,7798259439605
00001961,PURA FRUTTA MANZANA&ARANDANOS X 1 LT.,S/ TACC,6000,7798259439100
00001962,PURA FRUTTA MULTIFRUTA X 1L,S/ TACC,5000,7798259439506
00003632,PURA FRUTTA MULTIFRUTA X 250ML.,S/ TACC,1700,7798259439612
00001194,PURA FRUTTA NARANJA DEL LIT. X 250ML.,S/ TACC,1700,7798259439629
00002833,PURA FRUTTA NARANJA SALUSTIANA X 1LT.,S/ TACC,5000,7798259439537
00002657,PURA FRUTTA PERA DE LA PATAGONIA X 1LT.,S/ TACC,5000,7798259439711
00000443,PURA FRUTTA PERA X 250ML.,S/ TACC,1700,7798259439728
00003995,QUIMYA YOGUR PROTEICO 15G NEUTRO X 150GR,VEGANO,4500,727373048285
00003025,QUIMYA YOGUR PROTEICO 15GR CHOCO X 150GR,VEGANO,4500,727373048278
00002420,QUIMYA YOGUR PROTEICO 15GR VAINI X 150GR,VEGANO,4500,727373048261
00003504,QUIMYA YOGURT ARANDANO S/ AZUCAR X 160GR,VEGANO,3500,754697513090
00003930,QUIMYA YOGURT ARANDANO X 160GR.,VEGANO,3500,721450715893
00003886,QUIMYA YOGURT DE COCO C/ GRANOLA X 150GR,VEGANO,4000,721450715985
00003777,QUIMYA YOGURT DE COCO PISTACHO X 160GR.,VEGANO,3500,754697513076
00003776,QUIMYA YOGURT DE COCO VAINILLA X 160GR.,VEGANO,3500,721450715909
00003941,QUIMYA YOGURT FRUTILLA S/ AZUCAR X 160GR,VEGANO,3500,754697513106
00001366,QUIMYA YOGURT FRUTILLA X 160GR.,VEGANO,3500,721450715886
00003994,QUIMYA YOGURT MANGO&MARA S/ AZUC X 160GR,VEGANO,3500,721450715947
00001367,QUIMYA YOGURT MANGO&MARACUYA X 160GR,VEGANO,3500,721450715916
00000565,QUIMYA YOGURT PIÑA S/ AZUCAR X 150GR.,VEGANO,4000,714604459637
00000563,QUIMYA YOGURT PITAYA&GUA S/AZUCAR 150GR.,VEGANO,4000,714604459620
00001365,QUIMYA YOGURT VAINILLA S/ AZUCAR X 160GR,VEGANO,3500,754697513113
00002972,REBELDE QUESO CREMA BLANCO X 280GR.,,6000,7798414430027
00003892,REGIONAL MADGALENA MIEL X 250GR.,,4500,MAGDAMIEL
00001882,RIERA GRISINES INT. C/ LINO&CHIA X 160GR,,2500,7790071010215
00004136,RISKY-DIT GALLETA DE ARROZ C/SAL X 100GR,,1500,76625212029
00004137,RISKY-DIT GALLETA DE ARROZ DULCE X 100GR,,1500,76625212005
00004135,RISKY-DIT GALLETA DE ARROZ S/SAL X 100GR,,1500,76625212012
00001085,ROAPIPO YERBA MATE TRADICIONAL X 500GR.,C/ PALO,4500,7798185200034
00001965,SAINT GOTTARD DIGEST X 20 SAQ.,,4500,7798008291508
00000982,SAINT GOTTARD TE BOLDO X 20 SAQ.,,4400,7798008294646
00001967,SAINT GOTTARD TE MANZANILLA X 20 SAQ.,,3100,7798008294653
00000985,SAINT GOTTARD TE ROOIBOS X 20 SAQ.,AVE. CARAM,7500,7798008292598
00001966,SAINT GOTTARD TE TILO X 20 SAQ.,,4700,7798008294622
00000979,SAINT GOTTARD TE VERDE X 20 SAQ.,,3000,7798008294660
00000753,SAMURAI SNACK PROTE MIEL&VAINILLA 60GR,S/TACC,3500,7798033680667
00002826,SAMURAI SNACK PROTE QUINOA&DLL X 60GR,S/TACC,3500,7798033680674
00003992,SAMURAI SNACK PROTE SALADO QUESO X 50GR,S/ TACC,3500,7798033680605
00003993,SAMURAI SNACK PROTE SEM&CACAO X 60GR,S/TACC,3500,7798033680650
00004165,SAN GIORGIO ADEREZO DE ARROZ P/ SUSHI,,8000,7798040891827
00003921,SCHAR PAN DE HAMBURGUESA X 130GR.,S/ TACC,5500,7898954933689
00000222,SEMILLAS GAUCHAS TRIGO SARRACENO X 1KG.,HARINA,8500,7798363080038
00002250,SEMILLAS GAUCHAS TRIGO SARRACENO X 1KG.,PELADO,9500,7798363080045
00003882,SERENISIMA YOGUR GRIEGO NATURAL X 300GR.,S/AZUCAR,4500,7791337010017
00000237,SHIVA COOKIES CHOCOLATE X 100GR.,,4000,791466298529
00000238,SHIVA COOKIES LIMON & MARACUYA X 100GR.,,4000,791466298512
00000639,SHIVA CRACKER MEDITERRANEAS X 100GR.,,3600,617308824117
00000636,SHIVA CRACKERS DE CARBON NAT. X 100GR,,3600,617308824094
00000637,Shiva Crackers mix semillas,,3600,617308824100
00000638,SHIVA CRACKERS PIMENTON AHUMADO X 100GR.,MASA MADRE,3600,617308824087
00002848,SHIVA TOSTADITAS DE QUINOA X 100 GR.,,3600,791466298444
00001670,SHIVA TOSTADITAS JALAPEÑO&LIMON X 100GR.,,3200,791466298451
00003146,SHIVA TOSTIS SARRACENO GERMINADO X 100GR,,3600,791466298468
00003807,SIETE LAGOS PALMITOS ENTEROS X 400GR,ECUADOR,6500,7791351148222
00003775,SIETE LAGOS PIMIENTOS PIQUILLO X 295GR.,S/ TACC,6000,7791351007666
00001335,SILK LECHE CHOCOALMENDRADA X 1 LT.,,5000,7791337007956
00001333,SILK LECHE DE ALMENDRAS X 1LT,S/AZUCAR,5500,7791337007918
00001336,SILK LECHE DE COCO X 1LT.,S/ AZUCAR,5000,7791337007932
00000623,SMAMS BUDIN MARMOLADO X 200GR.,S/ AZUCAR,6500,7798181510649
00000620,SMAMS BUDIN VAINILLA X 200GR.,S/ AZUCAR,6500,7798181510533
00003267,SMAMS POLVORON VAINILLA C/ CHIPS X 150GR,S/ AZUCAR,4000,7798181510717
00003028,SMAMS POLVORONES VAINILLA X 115GR.,S/ AZUCAR,3500,7798181510946
00000526,SMOOKIES BABY BANANA X 150GR,,5100,7798166860059
00000528,SMOOKIES BABY MANZANA X 150GR,,5100,7798166860011
00000529,SMOOKIES BABY PERA X 150GR,,5100,7798166860028
00000527,SMOOKIES BABY VAINILLA X 150GR.,,5100,7798166860066
00004091,SOL AZTECA ACEITE DE ALMENDRAS X 100 CM,,10700,7795513155646
00003956,SOL AZTECA ACEITE DE CHIA&VIT.E X 250ML.,,8500,705105855448
00003809,SOL AZTECA ACEITE DE LINO X 250ML.,,7500,7795513052945
00003939,SOL AZTECA ACEITE DE SESAMO X 250ML.,,8500,705105855646
00004011,SOL AZTECA TAHINI PASTA SESAMO B. 350GR,S/ TACC,12500,7795513155660
00004172,SOLAZTECA PASTA SEMILLAS DE CALABAZAX200,,11000,7795513335406
00000495,SOYANA TOFU GRILL CHIMICHURRI X 200GR.,S/ TACC,9000,7798383880076
00001407,SOYANA TOFU ORGANICO X 350GR.,,9000,7798383880014
00003616,SOYARROZ FIEOS C/ESPINACA X 300GR.,,3200,7798094170145
00003617,SOYARROZ FIEOS TRADICIONALES X 300GR.,,3500,7798094170114
00003462,SOYINA PROTEINA TEXT. DE SOJA X 250GR.,,1800,7790495000960
00003781,SOYLAND TOFU AHUMADO X 300GR.,S/TACC,9000,7798256540229
00003915,SOYLAND TOFU FIRME X 300GR.,S/TACC,9000,7798256540236
00003880,SOYLAND TOFU HIERBAS X 300GR.,S/TACC,8300,7798256540205
00003640,SR KEFIR KOMBUCHA CON LIMON X 934ML.,,8500,7798366550064
00003641,SR KEFIR KOMBUCHA NARAN&HIBISCUS X 934ML,,8500,7798366550071
00003919,SR KEFIR SABOR ARANDANOS X 934ML.,,8000,7798366550057
00003644,SR KEFIR SABOR LIMA & JENGIBRE X 934ML.,,8000,7798366550040
00003642,SR KEFIR SABOR MANZANA X 934ML.,,8000,7798366550033
00003643,SR KEFIR SABOR ORIGINAL X 934ML.,,8000,7798366550019
00003645,SR KEFIR SABOR POMELO ROSADO X 934ML.,,8000,7798366550026
00001820,SRI SRI BALSAMO LABIAL UVA Y ROSA X 10GR,,6500,8906038782784
00003970,SRI SRI SAHUMERIOS X 14 VARILLAS,JAZMIN,2100,8904150126837
00003971,SRI SRI SAHUMERIOS X 14 VARILLAS,MILFLORES,2100,8904150126899
00003972,SRI SRI SAHUMERIOS X 14 VARILLAS,PALO SANTO,2100,8904150126967
00003974,SRI SRI SAHUMERIOS X 14 VARILLAS,L. GRASS,2100,8904150126981
00003975,SRI SRI SAHUMERIOS X 14 VARILLAS,F. NARANJA,2100,8904150126998
00003976,SRI SRI SAHUMERIOS X 14 VARILLAS,ABUNDANCIA,2100,8904150126912
00003977,SRI SRI SAHUMERIOS X 14 VARILLAS,MÑN FRESCA,2100,8904150126851
00003978,SRI SRI SAHUMERIOS X 14 VARILLAS,CANELA,2100,8904150126882
00002179,STAR LION PAPEL DE ARROZ X 50UN.,,14000,8853602002253
00003863,SUMA MONODOSIS ELECTROLITOS FRUTO ROJOS,S/ AZUCAR,3000,7798444970012
00004033,SUMA MONODOSIS ELECTROLITOS LIMA LIMON,S/ AZUCAR,3000,7798444970029
00003864,SUMA MONODOSIS ELECTROLITOS NARANJA,S/ AZUCAR,3000,7798444970036
00003885,TALOS YOGURT EST. GRIEGO FRAMBUESA 180GR,,4000,7798335288509
00003883,TALOS YOGURT EST. GRIEGO NATURAL X 180GR,S/ AZUCAR,3000,7798335288479
00003884,TALOS YOGURT EST. GRIEGO NATURAL X 180GR,,3000,7798335288486
00004009,TANTE GRETTY BUDIN DE CHOCO X 250GR.,S/ TACC,6600,7798040400302
00004010,TANTE GRETTY BUDIN DE VAINILLA X 250GR.,S/ TACC,6600,7798040400296
00004159,TARAKO FURIKAKE ROSADO DE BONITO X 25GR,,8000,4902820108071
00004078,TENPO PAN DE MOLDE ORGANICO X 960GR,INTEGRAL,8000,TENPOINT
00003790,TIBAX WRAPS C/SALVADO X 6UNI,,5200,754697505255
00001563,TITAN LEVADURA NUTRICIONAL X 200GR.,,16500,7790873000025
00004062,TORTILLAS CABRONAS X 10 UNI,,4500,7798414430041
00004041,TRIGO SARRACENO PELADO X 1KG.,FIBRA,8600,7798363080014
00001148,TRINI DULCE DE LECHE C/STEVIA X 400GR.,,8000,7798134781119
00004066,TRYMS CEBOLLA MORADA X 60 GR,,1900,7798181040184
00004064,TRYMS CLASICAS X  60GR,,1900,7798181040177
00004065,TRYMS FINAS HIERBAS X 60 GR,,1900,7798181040207
00004063,TRYMS PIMIENTA Y SAL MARINA X 60GR,,1900,7798181040191
00003242,UY TUNA ATUN AL NATURAL X 120GR.,,3000,7730977690098
00003323,UY TUNA ATUN AL NATURAL X 1KG.,,21000,7730977690128
00003235,UY TUNA ATUN AL NATURAL X 250GR.,,6000,7730977690104
00004156,VANOLI SALSA INGLESA X 190GR,,4000,7790127000061
00003696,VEGETAL PIZZA MASA DE VERDURA X 220GR.,REMOLACHA,8100,763571733394
00003697,VEGETAL PIZZA MASA DE VERDURA X 220GR.,ESPINACA,8100,763571890776
00003698,VEGETAL PIZZA MASA DE VERDURA X 220GR.,ZANAHORIA,8100,763571890783
00003724,VERDEMENTE BURGUER ADUKI X 340GR,,4500,VERMILA2P
00003715,VERDEMENTE BURGUER ARVEJAS X 360GR.,,4500,VERMILA200P
00003720,VERDEMENTE BURGUER GARB&ESPINACA X 280GR,S/ SAL,4500,VERMILA15P
00003717,VERDEMENTE BURGUER GARB&ESPINACA X 360GR,,4500,VERMILA6P
00003716,VERDEMENTE BURGUER LENTEJA X 360GR.,,4500,VERMILA5P
00003722,VERDEMENTE BURGUER MIJO&REMOLACHA 320GR,S/ SAL,4500,VERMILA13P
00003723,VERDEMENTE BURGUER MIJO&REMOLACHA 320GR,,4500,VERMILA8P
00003721,VERDEMENTE BURGUER QUINOA X 360GR,S/ SAL,4500,VERMILA11P
00003714,VERDEMENTE BURGUER QUINOA X 360GR.,,4500,VERMILA3P
00003725,VERDEMENTE BURGUER YAMANI&BURGOL X 400GR,,4500,VERMILA9P
00004072,VERDEMENTE CHORIZO VEGANO X 3U,,5600,CHORIVEG
00003719,VERDEMENTE RELLENO CALABAZA&MUZZA 310GR,,5000,VERMILA20P
00003718,VERDEMENTE RELLENO CHOCLO&MUZZA X 310GR,,5000,VERMILA18P
00003726,VERDEMENTE SEITAN X 240GR.,,5500,VERSEITAN
00002220,VIANDAS ENVASE RETORNABLE,,500,SEÑAVIANDA
00000625,VIAVITA CHALITAS MIX SEMILLAS X 100GR.,S/ TACC,2500,7798195940142
00000626,VIAVITA CHALITAS ORIGINALES X 100GR.,S/TACC,2500,7798195940128
00000624,VIAVITA CHALITAS QUESO PARME X 100GR.,S/TACC,2500,7798195940173
00003606,VIAVITA GARBANZOS & FINAS HIERBAS X 50GR,,1000,7798195940302
00003666,VITALGY BARRITA ARANDANOS&ALMEND. X 40GR,,1500,7798372110177
00004024,VITALGY BARRITA CAJU&ARANDANOS X 40GR.,,1500,7798372110337
00001426,VITAMINAWAY VIT B12 X 20 CAPS,VEGANA,11200,7798008296183
00004089,VITAMINWAY K2 + D3 X 30 CAPS.,,13300,7798008297234
00004088,VITAMINWAY MAGNESIO X 30 CAPS.,,5600,7798008294202
00004090,VITATECH LECITINA DE SOJA X 60 CAPS,,11600,7798139070300
00000340,WAKAS FUSILLI ALUBIA X 300GR,QUINOA,5500,7798031470857
00004097,WAKAS FUSILLI ALUBIA&CHIA X 300GR.,GARBANZO,6000,7798031470864
00004139,WAKAS FUSILLI MULTICEREAL X 300GR,MAIZ,4000,7798031470796
00000336,WAKAS FUSILLI MULTICEREAL X 300GR.,AMARANTO,4000,7798031470802
00000337,WAKAS FUSILLI MULTICEREAL X 300GR.,QUINOA,4000,7798031470826
00000338,WAKAS FUSILLI MULTICEREAL X 300GR.,CHIA,4000,7798031470819
00000339,WAKAS FUSILLI MULTICEREAL X 300GR.,KALE,4000,7798031470833
00003618,WAKAS PENNE RIGATE MULTICEREAL X 300GR.,KALE,4000,7798031470888
00004036,WAKAS PENNE RIGATE MULTICEREAL X 300GR.,QUINOA,4000,7798031470871
00004140,WAKAS PENNE RIGATE MULTICEREAL X 300GR.,MAIZ,4000,7798031470789
00000289,WAKAS RISONI ALUBIA&ARROZ X 300GR,ESPINACA,6500,7798031470567
00004110,WAKAS RISONI ALUBIA&ARROZ X 300GR,CLASICO,6500,7798031470581
00000290,WAKAS RISONI ALUBIA&ARROZ X 300GR.,ZANAHORIA,6500,7798031470574
00004111,WAKAS SPAGHETTI DE MAIZ X 400 GR,,6000,7798031470840
00004068,WAPI QUESO COTTAGE X 340GR,,16000,7798096213796
00000727,WIK! BARRITA DE QUINOA&CHOCOLATE X 20GR.,S/ TACC,1300,7798055091038
00003878,WOLF ENERG. GUARANA&JENGIBRE X 473ML.,S/AZUCAR,3000,7798347670248
00003303,YAIZA PEPAS ALGARROBA&AVENA X 250GR.,F. DEL BOS,4500,781159035845
00004019,YAIZA PEPAS DE BATATA X 250GR.,,4500,764451468948
00003233,YAIZA PEPAS INTEGRALES&CHIA X 250GR.,ARANDANOS,4500,659525235604
00003983,YIN YANG ARROZ INTEGRAL ORGANICO X 500GR,S/ TACC,2750,7790495001585
00002460,YIN YANG ARROZ INTEGRAL YAMANI X 500GR.,,3200,7790495005651
00004173,YIN YANG AVENA ARROLLADA FINA X 400 GR.,,3500,7790495006108
00003755,YIN YANG HEBRAS DE CHIA X 140GR.,,1500,7790495004500
00003981,YIN YANG MIX ESPECIAL F. SECOS X 150GR.,S/TACC,4000,7790495005712
00003982,YIN YANG MULTISEMILLAS POP X 80GR.,S/ TACC,1200,7790495003817
00000416,YIN YANG QUINOA POP C/ ALGARROBA X 80GR,S/TACC,1200,7790495001004
00001072,YIN YANG QUINOA POP C/ARANDANOS X 80 GR.,,1200,7790495005774
00003683,YIN YANG QUINOA POP KIDS X 50GR.,S/ TACC,600,7790495004685
00000415,YIN YANG QUINOA POP X 80G.,,1000,7790495003404
00003551,YIN YANG QUINOA POP X 80GR.,S/ AZUCAR,1000,7790495006092
00003610,YIN YANG TOSTI DE CHIA&ARROZ INT X 120GR,,1500,7790495004401
00003604,ZAFRAN GALLE DE CACAO&MANI&CAFE X 150GR.,INTEGRALES,3400,7798187760161
00000970,ZAFRAN GRANOLA ALM&PASAS&GIRASOL X 230GR,,7200,7798187760970
00002709,ZENISSIMO SALMAS CLASICAS X 90GR.,S/ TACC,3000,7793890261844
