cod,desc,tag,price,barcode
00004174,DHARAM SINGH SAL DIET SABOR AJO X 140GR,,9500,7794371000105
00004184,DHARAM SINGH SAL DIET SABOR X 140GR,,9500,7794371000136
00004160,AJINOMOTO HONDASHI CALDO DE PESCADO 6UN.,,3500,7891132040018
00002763,ALLYGURT YOGUR ARANDANOS&HIBISC. X 140GR,VEGANO,3000,754697513083
00002766,ALLYGURT YOGUR NATURAL S/ AZUCAR X 140GR,VEGANO,3000,721450715961
00002764,ALLYGURT YOGUR VAINILLA CARAMEL X 140GR,VEGANO,3000,721450715954
00000460,ALMADRE PITA CHIPS CEBOLLA X 115G,,2800,7798371600624
00000459,ALMADRE PITA CHIPS ORIGINAL X 115G,,2800,7798371600617
00001672,ALMADRE PITA CHIPS TOMATE Y ROMERO X115G,,2800,7798371600648
00001316,AMANDE LECHE ALMENDRAS LIVIANA X 1LT.,S/ TACC,6400,7790890111995
00001315,AMANDE LECHE ALMENDRAS ORIGINAL X 1LT.,BARISTA,7500,7790890070049
00002631,AMANDE LECHE ALMENDRAS ORIGINAL X 500ML.,BARISTA,4200,7798411150065
00001317,AMANDE LECHE ALMENDRAS Y COCO X 1LT.,S/ TACC,6500,7790890100791
00002191,ANGIOLA C/STEVIA CHOCOLATE X 120 GR,,3200,7798294150336
00000549,ANGIOLA C/STEVIA NARANJA X 120 GR,,3200,7798294150343
00000547,ANGIOLA C/STEVIA VAINILLA X 120 GR.,,3200,7798294150312
00003866,ANIMA BARRITA DE MANI CROCANTE X 50GR.,,4300,714604189725
00004060,ANIMA BARRITA DE SALTED CARAMEL X 50GR.,,4300,727373331998
00003927,ARGENDIET ALGAS KOMBU EN TIRAS X 100GR.,,10500,7798146450270
00003928,ARGENDIET ALGAS KOMBU ENTERAS X 100GR.,,10500,7798146450263
00003962,ARGENDIET CALDO DE VERDURAS X 10 SOBRES,S/SAL,2000,7798146450027
00003963,ARGENDIET CALDO DE VERDURAS X 170GR.,S/SAL,3000,7798146450041
00003929,ARGENDIET HOJAS DE ALGA NORI SUSHI 12UN.,S/ TACC,20000,7798146450294
00003798,ARGENDIET HOJAS DE ALGA NORI SUSHI 6UN.,S/ TACC,11000,7798146450287
00001312,ARGENTI TAPAS DE EMPANADAS X 12UN.,VEGANO,3700,7798336831049
00003961,ARGENTI TAPAS DE TARTA X 2UN.,VEGANO,4500,7798336831056
00000552,ARROCITAS GALLE ARROZ INT YAMANI X 101GR,S/ SAL,1600,7790538009578
00000553,ARROCITAS GALLE ARROZ INT YAMANI X 101GR,DULCE,1600,7790538009707
00000551,ARROCITAS GALLE INT. YAMANI X 101GR.,C/ SAL,1600,7790538009561
00003806,ARYTZA KETCHUP AHUMADO X 400GR.,,8500,7798126291282
00000056,ARYTZA MAYONESA AHUMADA X 360GR.,,8500,7798126290896
00000057,ARYTZA MAYONESA CLASICA X 340GR.,,7500,7798126290889
00002858,ARYTZA MAYONESA CON AJO X 340GR.,,8000,7798126290940
00000059,ARYTZA MOSTAZA A LA MIEL X 360GR.,,6500,7798126291053
00003192,ARYTZA MOSTAZA AHUMADA X 360GR.,,7000,7798126291275
00000061,ARYTZA MOSTAZA ALEMANA X 360GR.,,6000,7798126291060
00003195,ARYTZA MOSTAZA SIN SAL X 360GR.,,6000,7798126291091
00000062,ARYTZA MOSTAZA TIPO DIJON X 360GR.,,7500,7798126290971
00004170,ARYTZA SALSA ALIOLI X 340GR.,,7000,7798126291305
00003193,ARYTZA SALSA BARBACOA X 370GR.,,7500,7798126291138
00003184,ARYTZA SALSA CRIOLLA ETIQ. NEGRA X 360GR,,9000,7798126291121
00003220,ARYTZA VEGANESA C/ ZANAHORIA X 190GR.,,6000,7798126291541
00003212,ARYTZA VEGANESA TIPO GOLF X 190GR.,,6000,7798126291589
00002867,ARYZA CHIMICHURRI ETIQ. NEGRA X 360GR.,,8200,7798126291114
00003936,AZAFRAN EN HEBRAS X 10GR.,,5000,AZAFRAN
00000405,BAMBOO POCHOCOCLOS SALTY X 60GR.,,3000,7798378750025
00000404,BAMBOO POCHOCOCLOS SWEET X 80GR,,3000,7798378750018
00003665,BARRA BRAVA BOCADO BRAVITO X 22GR.,,800,7798424300037
00003657,BARRA BRAVA CHOCO & NUECES & COCO X 45GR,,1400,7798424300051
00003655,BARRA BRAVA DATIL&CHOCO PROTEICA X 58GR.,15GR PROT.,1700,7798424300082
00003659,BARRA BRAVA DATILES&ARANDANOS X 45GR,,1400,7798424300075
00003658,BARRA BRAVA FRUTILLA & NARANJA X 45GR.,,1400,7798424300068
00001977,BARRA BRAVA FUNGI 1GR MELENA LEON X 40GR,S/CONSERV.,2000,7798424300013
00003889,BEAUDROIT YOGUR DESCREM F. ROJOS X 160GR,,3300,7798327950117
00003890,BEAUDROIT YOGUR DESCREM VAINILLA X 160GR,,3000,7798327950087
00002564,BEAUDROIT YOGUR DESLAC. F. ROJOS X 160GR,DESCREMADO,3300,7798327950186
00003888,BEAUDROIT YOGUR DESLAC. FRUTILLA X 160GR,DESCREMADO,3300,7798327950179
00001662,BEAUDROIT YOGUR ENTERO NATURAL X 160GR.,S/ AZUCAR,3000,7798327950131
00002552,BEAUDROIT YOGUR NATURAL DESLAC. X 160GR.,S/ AZUCAR,3000,7798327950162
00004042,BENDITA AVENA PAN INT. DE CENTENO X 500G,MASAMADRE,6000,BENDICENTENO
00004046,BENDITA AVENA PREPIZZA INTEGRAL X 2UN.,,4500,PREPIINT
00004045,BENDITA AVENA PREPIZZA KETO X 2UN.,,7000,PREPIKETO
00003662,BENOT CHOCOLATE FAMILIAR SEMI. X 100GR.,,6000,7798144570864
00003619,BETIC FIDEOS HARINA INTEGRAL X 300GR.,ESPINACA,2300,7792025110125
00003620,BETIC FIDEOS HARINA INTEGRAL X 300GR.,MORRON,2300,7792025110132
00003621,BETIC FIDEOS HARINA INTEGRAL X 300GR.,CLASICO,2300,7792025110149
00003449,BIBA LECHE DE ALMENDRA X 1LT.,,4500,7798290581875
00003424,BIBA LECHE DE ALMENDRA X 500ML.,,2500,7798290581912
00002890,BIBA LECHE DE AVENA X 500ML.,,2500,7798290582308
00003942,BIBA LECHE DE QUINOA X 1LT.,,4500,7798290581905
00004189,BIBA LECHE VEGETAL PROTEICA X 500ML.,,2800,7798290582605
00003052,BIIGUAL BARRA PROTEICA ORIGINAL X 50GR.,S/TACC,3000,7798425830014
00000342,BIIGUAL BARRITA PROTEICA CACAO X 50GR.,S/TACC,3000,7798425830038
00003917,BIIGUAL PROTEFUNGA CHOCO X 50GR.,S/TACC,3000,7798425830083
00003916,BIIGUAL PROTEFUNGA COCO X 50GR.,S/TACC,3000,7798425830076
00004164,BITARWAN SALSA DE SOJA CREMOSA X 250CM,,7000,7798068450198
00004163,BITARWAN SALSA DE SOJA X 250CM.,,5500,7798068450204
00004103,BNB BARRA PROTEICA FRUTOS ROJOS X 60GR,20GR. PROT,2000,7798040465158
00004187,BNB BARRA PROTEICA NARANJA X 60GR,20GR. PROT,2000,7798040465127
00004102,BNB BARRA PROTEICA SALTED CARAMEL X 60GR,20GR. PROT,2000,7798040465097
00001330,BOTANICA NATIVA ACEITE DE OREGANO X 30ML,GOTERO,9000,NATIVAOREGANO
00002547,BOTANICA NATIVA ACEITE DE RICINO X 50ML.,,6000,NATIVARICINO
00003656,BRAVA PROTEICA DE ARANDANO&CHOCO X 58GR.,15GR PROT.,1700,7798424300099
00004113,BREAD NET ALGARROBA&NARANJA 200GR,SIN AZUCAR,3000,7798187790564
00004130,BREAD NET BROWNIE ALGARROBA X 45GR,SIN AZUCAR,2500,7798430960256
00004132,BREAD NET BROWNIE BANANA&NUEZ X 45GR,SIN AZUCAR,2500,7798430960270
00004131,BREAD NET BROWNIE FRUTOS ROJOS X 45GR,SIN AZUCAR,2500,7798430960263
00004115,BREAD NET CHIFFON ALGARROBA&MORA X 250GR,SIN AZUCAR,4000,7798430960157
00004116,BREAD NET CHIFFON FRUTOS ROJOS 250GR.,SIN AZUCAR,4000,7798430960119
00004181,BREAD NET GALLE CHIA-NAR-LIMON-ALME X200,SIN AZUCAR,3500,7798187790199
00004182,BREAD NET GALLES ARANDANOS Y NUEZ X 200G,SIN AZUCAR,3500,7798187790700
00004183,BREAD NET GALLES BANANA Y NUEZ X 200GR,SIN AZUCAR,3500,7798430960232
00004114,BREAD NET GALLES MANZANA&ALMEND. X 200GR,SIN AZUCAR,3500,7798187790151
00004134,BREAD NET MINI-DONAS BAÑADAS ALG. X 20UN,SIN AZUCAR,4500,7798430960294
00004133,BREAD NET MINI-DONAS BAÑADAS LIMON X 20U,SIN AZUCAR,4500,7798430960287
00004112,BREAD NET PAPAYA&ANANA&CAJU X 200 GR,SIN AZUCAR,3500,7798187790717
00003420,BUENAS Y SANTAS YERBA X 500G,HIERBAS,3300,7790387800197
00004155,BULL DOG SALSA TONKATSU X 300ML.,,16500,49753257
00001237,BURGANAS BERENJENA Y PIMENTON X 460GR.,S/TACC,6000,7798346740096
00001238,BURGANAS BROCOLI Y MIJO X 460GR.,S/TACC,6000,7798346740102
00001239,BURGANAS CALABAZA Y GARBANZO X 460GR.,S/TACC,6000,7798346740119
00001240,BURGANAS CEBOLLA CARAMELIZADA X 460GR.,S/TACC,6000,7798346740126
00001241,BURGANAS ESPINACA Y ARVEJA X 460GR,S/TACC,6000,7798346740133
00001242,BURGANAS LENTEJAS Y YAMANI X 460GR.,S/TACC,6000,7798346740140
00001244,BURGANAS TOMATES SECOS Y ADUKI X 460GR.,S/TACC,6000,7798346740164
00001243,BURGANAS ZANAHORIA Y ROMERO X 460GR.,S/TACC,6000,7798346740157
00004005,CARILO TOST. DE ARROZ BALANCE X 150GR.,S/ AZUCAR,2300,7798142880095
00002898,CARILO TOST. DE ARROZ DULCES X 150GR.,,2300,7798142880088
00004021,CARILO TOST. DE ARROZ INTEGRAL X 150GR.,,2300,7798142880200
00004004,CARILO TOST. DE ARROZ SIN SAL X 150GR.,S/ SAL,2300,7798142880026
00004178,CASA VEGANA BUDIN CARROT CAKE X 500GR,INTEGRAL,7000,736684278991
00004179,CASA VEGANA BUDIN DE BANANA Y NUEZ X500G,INTEGRAL,7000,736684279004
00001193,CASA VEGANA HAMBURGUESA ADUKI X 400GR,39GR PROTE,6000,758890930470
00002023,CASA VEGANA HAMBURGUESAS QUINOA X 400GR.,32GR PROTE,6000,758890930456
00002024,CASA VEGANA TOQUE DE GARBANZOS X 420GR.,,7500,720665957210
00001278,CASA VEGANA TOQUES THAI X 420GR.,,7500,720665957234
00000085,CASA VEGANA TOQUES TIKKA X 420GR.,SPICY,7500,656750729212
00004158,CASALTA VINAGRE DE ARROZ X 1LT.,,3300,7790139102074
00004039,CASERO BUDIN DE H. ALMENDRA X 300GR,SIN AZUCAR,10000,BUDINKETO
00004067,CASERO BUDIN DE QUESO X 400GR,H.ALMENDRA,9000,BUDINKESO
00004038,CASERO BUDIN INTEGRAL SIN AZUCAR X 400GR,,8500,BUDINX400
00003997,CASERO CHIPA X 250GR.,,6000,CHIPA250
00004121,CASERO COMBO VIANDA X 10U. DE 350/400GR.,,85000,VIANDAX10
00004119,CASERO COMBO VIANDA X 15U. DE 350/400GR.,,120000,VIANDAX15
00004037,CASERO DATILES MEDJOOL RELLENOS X 4UN.,,6000,DATJOOLX4
00004014,CASERO DATILES RELLENOS X 12UN,,8000,DATILX12
00004013,CASERO DATILES RELLENOS X 6UN.,,4500,DATILX6
00003833,CASERO EMPANADAS VEGAN/VEGGIE X 2UN.,,5000,EMPAVX2
00003834,CASERO EMPANADAS VEGAN/VEGGIE X 3UN.,,7000,EMPAVX3
00003832,CASERO PORCION DE TARTA X 250/300GR.,,5500,TARTA
00003969,CASERO VIANDA TAMAÑO XL +200GR,,3000,VIANDAXL
00003754,CASERO VIANDA X 350/400GR.,,9000,VIANDA
00004148,CELIPANES ALFAJOR DE COOKIES,,4000,
00003996,CELIPANES ALFAJOR DE FRUTOS ROJOS X 1UN.,S/TACC,4000,ALFROJO
00003745,CELIPANES ALFAJOR DE LIMON X 1UN.,S/TACC,3000,CELIALFLIMON
00003948,CELIPANES ALFAJOR DE MAIZENA X 1UN.,S/TACC,3000,CELIALFMAI
00003746,CELIPANES ALFAJOR DE MANI X 1UN.,S/TACC,4000,CELIALFMANI
00003747,CELIPANES ALFAJOR DE OREO X 1UN.,S/TACC,4000,CELIALFOREO
00003735,CELIPANES BAGUETIN X 2UN.,S/ TACC,5000,BAGUETIN
00004145,CELIPANES CIABATTA X 6 UNI,,13500,CELICIABATA
00004150,DEK SOM BOON SALSA SWEET CHILI X 350GR.,,7000,8850206251834
00000840,DELHI TEA AFRICAN FLAVOURS X 20 SAQ.,ROOIBOS,5000,7798073130788
00002777,DELHI TEA BLENDS SELECTOS X 30 SAQ.,,6800,7798389120312
00002797,DELHI TEA BLUEBERRY DREAMS X 20 SAQ.,,5000,7798389121784
00001972,DELHI TEA INDIAN CHAI X 20 SAQ.,,5000,7798073135387
00002806,DELHI TEA MATCHA BERRIES X 20 SAQ.,,5000,7798389121807
00000853,DELHI TEA MIX DE BLENDS X 30 SAQ.,,6800,7798073138487
00000851,DELHI TEA PATAGONIA BERRIES X 20 SAQ.,TE NEGRO,5000,7798073135622
00000848,DELHI TEA SWEET FLOWER X 20 SAQ.,,5000,7798073130757
00000852,DELHI TEA TE NEGRO CHOCO&ORANGE X 20 SAQ,,5000,7798073135639
00002041,DELI & RAW COOKIES DE CACAO X 90GR.,S/ TACC,5500,7798325430093
00000635,DELI & RAW CRACKERS CEBOLLA X 90GR.,PLANT B.,5000,7798325430086
00000632,DELI & RAW CRACKERS CLASICAS X 90GR.,PLANT B.,5000,7798325430048
00002037,DELI & RAW CRACKERS CURCUMA X 90GR.,PLANT B.,5000,7798325430062
00000634,DELI & RAW CRACKERS MEDITERRANEAS X 90GR,PLANT B.,5000,7798325430017
00000633,DELI & RAW CRACKERS ZANAHORIA X 90GR.,PLANT B.,5000,7798325430024
00004070,DELICEL GALLES DE CHOCOLATE X 200GR.,,3000,7798160700627
00003602,DELICEL GALLES DE COCO X 200GR.,,3000,7798160700610
00003947,CELIPANES COOKIE PISTACHO X 1UN,,2500,CELICOOKPIS
00003946,CELIPANES COOKIE RED VELVET X 1UN,S/ TACC,2500,CELICOOKRED
00003748,CELIPANES COOKIE VAINILLA C/ CHIPS X 1UN,S/ TACC,2500,CELICOOKVAI
00003750,CELIPANES CUADRADO DE BROWNIE X 1UN.,S/ TACC,4750,CELIBROWNIE
00003953,CELIPANES CUADRADO DE COCO Y DLL X 1UN.,,4250,CELICOCO
00003749,CELIPANES CUADRADO DE FROLA X 1UN.,S/ TACC,4250,CELIFROLA
00003751,CELIPANES CUADRADO LIMON&ARANDANOS X 1UN,S/ TACC,4250,CELILIMAR
00003752,CELIPANES CUADRADO VAINILLA&CHIPS X 1UN.,S/ TACC,4250,CELICUAVAI
00003737,CELIPANES FIGACITAS X 6UN.,S/ TACC,5000,FIGACITAS
00003753,CELIPANES MEDIALUNAS X 2UN.,S/ TACC,4500,CELIMEDIA
00003736,CELIPANES MIÑONCITOS X 4UN.,S/ TACC,5000,MIÑONCITO
00003738,CELIPANES PAN DE HAMBURGUESA X 2UN.,S/ TACC,5000,CELIHAMB
00003742,CELIPANES PAN DE MOLDE INTEGRAL XL,S/ TACC,14000,CELIXLINT
00003741,CELIPANES PAN DE MOLDE XL (25 RODAJAS),S/ TACC,12500,CELIXL
00003739,CELIPANES PAN DE PANCHO X 3UN.,S/ TACC,5000,CELIPANCHO
00003950,CELIPANES PAN KETO C/ QUESO X 4UN.,,8000,CELIPANKETOQUE
00003949,CELIPANES PAN KETO C/ SEMILLAS X 4UN.,S/ TACC,6500,CELIPANKETOSEM
00003951,CELIPANES PANCITOS CEBOLLA X 6UN.,,6500,CELIPANCEBO
00003740,CELIPANES PANCITOS INTEGRALES X 6UN.,S/ TACC,5500,CELIPANINT
00003952,CELIPANES PANCITOS OREGANO X 6UN.,,6500,CELIPANORE
00003764,CELIPANES PEPAS DE NUEZ&MEMBRILLO X 2UN.,S/ TACC,3000,CELIPEPAS
00003744,CELIPANES PIZZETAS X 4UN.,S/ TACC,5500,CELIPIZZETA
00003743,CELIPANES PREPIZZA GRANDE X 1UN.,S/ TACC,6000,CELIPIZZA
00003831,CELULA BROWNIE X 40GR.,S/ AZUCAR,3000,714604532866
00001948,CELULA COCINA PEPAS DE DLL X 150GR.,,8500,714604222552
00003388,CELULA GRANOLA PROTEICA KETO X 240GR.,,10000,727373158977
00003830,CELULA PEPAS DE FRUTOS ROJOS X 180GR.,,7500,727373158953
00003856,CERAL GALLETITAS LIGHT ALGARROBA X 190GR,S/ AZUCAR,3000,7794767006803
00003857,CERAL GALLETITAS LIGHT LIMON X 190GR.,S/ AZUCAR,3000,7794767000573
00003855,CERAL GALLETITAS LIGHT NARANJA X 190GR.,S/ AZUCAR,3000,7794767000528
00004017,CERAL GALLETITAS LIGHT VAINILLA X 190GR,S/ AZUCAR,3000,7794767000597
00003817,CHEZ MOMO BUDIN MANI&CACAO&VAINI X 320GR,,12000,714604520542
00003818,CHEZ MOMO BUDIN MANZANA&CRUMBLE X 320GR,,12000,714604520528
00003816,CHEZ MOMO BUDIN NARANJA&AMAPOLA X 320GR,,12000,714604520535
00000555,CHEZ MOMO COCO-DAQ X 140GR.,S/ TACC,5500,7798283670357
00000000,CHEZ MOMO KETONIA DULCE DE LECHE X 165GR,KETO,10500,714604520559
00002011,CHEZ MOMO LA CHEESE-CONLAIT X 160 GR.,S/ TACC,5500,714604520498
00000502,CHEZ MOMO LA-TRUFE-DE-XOC X 130 GR.,S/ TACC,5500,714604520474
00000509,CHEZ MOMO LE TIRAMISÚ X 130 GR.,S/ TACC,5500,714604520511
00003703,CHEZ MOMO MOMUS CHOCOLATE X 140GR.,VEGANO,3250,727373308761
00000756,CHEZ MOMO MOMUS DULCE DE LECHE X 140GR.,VEGETARIAN,3250,727373308778
00002115,CHEZ MOMO MOMUS FRUTILLA X 140GR.,VEGANO,3250,7798283670708
00004149,CHEZ MOMO PAN DE AVENA X 400GR,S/ TACC,8000,714604231332
00003701,CHEZ MOMO PAN H.ALMENDRA&LINO D. X 280GR,SANDWICH,8500,714604312123
00003699,CHEZ MOMO PAN H.ALMENDRA&LUPINO X 400GR.,KETO&LOW C,12000,714604312109
00003700,CHEZ MOMO PAN HARINA ALMENDRA X 380GR.,KETO&LOW C,12000,714604312093
00003702,CHEZ MOMO PAN LINO D&SEMILLA ACT X 380GR,KETO&LOW C,8000,714604312116
00000501,CHEZ MOMO SANGU J&Q X 115GR.,C/ ALUM.,6500,714604231301
00003861,CHEZ MOMO SANGU J&Q X 115GR.,S/ALUMINIO,6500,714604231295
00000493,CHEZ MOMO SANGU L&C X 115GR.,S/ALUMINIO,6500,714604231318
00000496,CHEZ MOMO SANGU L&C X 115GR.,C/ ALUM.,6500,714604231325
00000508,CHEZ MOMO XOCOTORTA X 180 GR.,S/ TACC,5500,714604520467
00000011,CHIA GRAAL AC.DE COCO MANTECA X 180ML,,7500,7798260050257
00002969,CHIA GRAAL ACEITE PALTA 100% PURO 250ML.,,22500,7798260052268
00004138,CHIQUETAS C/HARINA DE GLUTEN X 250GR,,4700,7798118980156
00004057,CHIQUETAS CON QUESO X 250GR.,,5500,7798118980200
00004058,CHIQUETAS INTEGRALES X 250GR,,4700,7798118980194
00004053,CHIQUETAS MINI CON SEMILLAS X 180GR.,QUINOA,3500,7798118980224
00004054,CHIQUETAS MINI CON SEMILLAS X 180GR.,LINO,3500,7798118980231
00004055,CHIQUETAS MINI CON SEMILLAS X 180GR.,CHIA,3500,7798118980217
00004056,CHIQUETAS MINI DE QUESO X 180GR.,,4000,7798118980248
00000676,CHOCOLEIT ALFAJOR DE CHOCOLATE X 50GR,,3500,7798188630012
00004109,CHOPPED CALDO DE HUESO X 12 CUBOS,,10000,714604527954
00004108,CHOPPED CALDO DE HUESO X 24 CUBOS,,15500,714604527961
00004098,CHOPPED YOGURT GRIEGO ENTERO X 190 GR,18GR. PROT,5500,714604527893
00004099,CHOPPED YOGURT GRIEGO ENTERO X 400 GR,18GR. PROT,10000,714604527909
00003682,COCO BOCADOS ALGARROBA&P. DE UVA X 36GR.,S/ HARINAS,2000,727373272857
00003681,COCO BOCADOS CACAO & NUECES X 36GR.,S/ HARINAS,2000,727373272840
00001351,COCO IOGO YOGUR COCO F. BOSQUE X 160GR.,S/AZUCAR,3250,7798338250305
00001382,COCOIOGO UNTABLE DE C.CAJU X 150G.,S/LACTOSA,4800,7798338250114
00001320,COCOON LECHE DE ALMENDRAS X 1LT,S/ TACC,5000,7792244911817
00002628,COECO 1/2 DOCENA DE HUEVOS PASTORILES,,3600,HUEVOSX6
00003124,COECO MAPLE DE HUEVOS PASTORIL X 30UN.,,17500,COECOX30
00004175,COECO POLLO ENTERO,,22500,COECOPOLLOENTERO
00002134,COECO SUPREMA PAN RALLADO INT. ORGANICO,X 1KG,23000,COECOMILA
00000734,COLONIAL CHOCOLATE 70% C/STEVIA  X 100GR,,5600,7797897003186
00002384,COLONIAL CHOCOLATE ORGANICO 80% X 100GR,,6000,7797897002943
00003785,COLONIAL CHOCOLATE ORGANICO 80% X 16GR,,800,77974730
00000735,COLONIAL CHOCOLATINA 70% C/ STEVIA 16GR,,400,7797897002981
00000736,COLONIAL CHOCOLATINAS C/ LECHE,S/ AZUCAR,400,7797897000055
00000559,CRACKINES TOSTADITAS DE ARROZ X 120GR.,,2300,7798200050019
00000560,CRISPPINO SNACK ARROZ CIBOULETTE X 50GR.,,1000,7798199770059
00003679,CRISPPINO SNACK DE ARROZ JAMON X 50GR.,,1000,7798199770035
00004157,CRISTAL DE MAR SAL MARINA ESCAMAS 150GR.,,17000,76625285030
00003635,CROCANTE SODA MICROSAB. S/AZUCAR X 473ML,ORIGINAL,3500,714604320197
00003636,CROCANTE SODA MICROSAB. S/AZUCAR X 473ML,HIERBAS,3500,714604320180
00003637,CROCANTE SODA MICROSAB. S/AZUCAR X 473ML,CAFE,3500,714604320173
00003638,CROCANTE SODA MICROSAB. S/AZUCAR X 473ML,LIMON,3500,714604320159
00003639,CROCANTE SODA MICROSAB. S/AZUCAR X 473ML,NARANJA,3500,714604320166
00004000,CROPPERS PASTA DE MANI CRUNCHY X 305G.,S/ AZUCAR,3800,7790524324753
00004001,CROPPERS PASTA DE MANI X 305G.,S/ AZUCAR,3500,7790524324548
00003223,CRUDDA BARRITA ARANDANOS&NUEZ X 40GR.,,2300,7798419670022
00002466,CRUDDA BARRITA AVELLANA&CHOCO X 40GR.,,2300,7798419670091
00002464,CRUDDA BARRITA BANANA&TOFFEE X 40GR.,,2300,7798419670084
00003225,CRUDDA BARRITA BROWNIE X 40GR.,,2300,7798419670015
00002465,CRUDDA BARRITA COCO&CHOCO X 40GR.,,2300,7798419670077
00003224,CRUDDA BARRITA MANI CARAMELIZADO X 40GR.,,2300,7798419670039
00003787,CRUDENCIO BIZCOCHOS GARBANZO X 150GR,,4500,781718923040
00002603,CRUDENCIO COOKIES VAINILLA X 125GR,,5500,781718923033
00003871,CRUDENCIO CRACKER CEBOLLA DULCE X 75GR,,5000,781718923019
00003870,CRUDENCIO CRACKERS DE ARVEJA X 150GR.,,4500,781718923026
00002057,CRUDENCIO CREPES HOJAS VERDES X 200GR.,,11500,701822744621
00000420,CRUDENCIO GRANOLA SARRACENO GERM X 210GR,S/ TACC,9500,701822744614
00003786,CRUDENCIO RAWMESAN PARMESANO X 140GR,,4200,701822746298
00004188,CUOCO PEPAS NARANJA Y CHOCO X 250GR,,4500,2344557864004
00003758,DAHI DESCREMADO DURAZNO X 190 GR.,C/ PULPA,3200,7798136870705
00003757,DAHI DESCREMADO F. DEL BOSQUE X 190 GR.,C/ PULPA,3250,7798136870682
00003756,DAHI DESCREMADO FRUTILLA X 190 GR,C/ PULPA,3250,7798136870675
00003779,DAHI YOGUR BEBIBLE ENTERO X 200GR.,BANANA,2500,7798136870248
00003940,DAHI YOGUR BEBIBLE ENTERO X 200GR.,F. BOSQUE,2500,7798136870255
00003980,DAHI YOGUR BEBIBLE ENTERO X 200GR.,VAINILLA,2500,7798136870309
00003778,DAHI YOGUR DESLACTOSADO NATURAL X 190GR.,C/ PROBIOT,3250,7798136870743
00003945,DAHI YOGUR ENTERO FRUTILLA X 190 GR,C/ PULPA,3000,7798136870613
00004128,DAHI YOGUR PROTEICO DESLACTOSADO X 190GR,VAINILLA,3500,7798136872013
00004129,DAHI YOGUR PROTEICO DESLACTOSADO X 190GR,F. ROJOS,3500,7798136872020
00003649,DAHI YOGURT DESC. MANGO&MARACUYA X 190GR,C/ PULPA,3000,7798136870729
00003648,DAHI YOGURT ESTILO GRIEGO NAT. X 190GR.,,3000,7798136870859
00003968,DAHI YOGURT ESTILO GRIEGO X 190GR.,FRAMBUESA,3500,7798136871603
00004079,DAHI YOGURT ESTILO GRIEGO X 190GR.,ARANDANOS,3500,7798136871597
00003646,DAHI YOGURT FIRME DESC. NATURAL X 190GR.,,2500,7798136870606
00003955,DAHI YOGURT FIRME DESC. VAINILLA X 190GR,,3000,7798136870583
00003647,DAHI YOGURT FIRME ENTERO NATURAL X 190GR,,2600,7798136870545
00003881,DATE CACAO POSTRE DATILES&CACAO X 130GR.,S/ AZUCAR,4000,7798377530109
00003979,DAY BY DAY ALFAJOR NEGRO PROTEICO X 60GR,DDL,3000,7798398060074
00003773,DELICEL GALLES DE MIEL X 200GR.,,3000,7798160700634
00003772,DELICEL GALLES DE NARANJA X 200GR.,,3000,7798160700580
00003603,DELICEL GALLES DE VAINILLA&CHIPS X 200GR,,3000,7798160700603
00000564,Delicel Galletitas con chips,,1780,7798160700320
00002247,DELICEL PEPAS DE BATATA X 200GR.,,3000,7798160700641
00002002,DELICEL PEPAS DE MEMBRILLO. X 200GR.,,3000,7798160700597
00000240,Delicel Premezcla bizcochuelo chocolate,,3350,7798160700023
00001182,Delicel Premezcla bizcochuelo naranja,,4150,7798160700696
00000241,Delicel Premezcla bizcochuelo vainilla,,3050,7798160700016
00000244,Delicel Premezcla ñoquis,,4800,7798160700221
00001178,DELICEL PREMEZCLA PAN INTEGRAL X 500GR.,SIN SAL,4000,7798160700566
00000243,DELICEL PREMEZCLA PAN X 500GR.,SIN SAL,4000,7798160700054
00000242,DELICEL PREMEZCLA PIZZA X 500GR.,SIN SAL,4000,7798160700030
00000239,DELICEL PREMEZCLA UNIVERSAL X 500GR.,,4000,7798160700047
00000232,Delicel Rebozador sin tacc,,3340,7798160700245
00000108,DELUXE GALLETA ARROZ BAÑADA CHOCO 115GR.,BLANCO,3500,7798301130085
00000566,DELUXE GALLETA ARROZ BAÑADA CHOCO 115GR.,NEGRO,3500,7798301130078
00000568,DELUXE GALLETA ARROZ BAÑADA CHOCO 115GR.,FRUTILLA,3500,
00000569,DELUXE GALLETA ARROZ BAÑADA CHOCO 115GR.,LIMON,3500,7798301130160
00003024,DELUXE GALLETA ARROZ BAÑADA CHOCO 115GR.,NEGRO&NARA,3500,7798301130535
00003460,DELUXE GALLETA ARROZ BAÑADA CHOCO 115GR.,DLL,3500,7798301130177
00004117,DELUXE SNACK MAIZ HORNEADO CHEDDAR 80GR.,90 KCAL,3500,7798301130115
00004118,DELUXE SNACK MAIZ HORNEADO JAMON 80GR.,,3500,7798301130108
00003605,DIAVEGAN GALLES AVENA&CHOCO&MANI X 150GR,S/ AZUCAR,3500,7798365700088
00003810,DIAVEGAN GALLES AVENA&CHOCO&MANI X 150GR,INTEGRALES,3000,7798365700026
00003811,DIAVEGAN GALLES AVENA&CHOCOCHIPS X 150GR,INTEGRALES,3000,7798365700040
00003680,DIAVEGAN GALLES AVENA&COCO X 150GR,S/ AZUCAR,3500,7798365700071
